,employeeID,year,team,region,age,experience,workSampleTest,b5cons,b5extra,b5open,b5emos,b5agree,feedbackmeet,teamBonus,productivity
143,35,2021,3,2,59,34,97.77908425152326,0.8,0.7,-1.5,1.1,0.3,1,1,-0.35566298037815836
147,36,2021,3,2,55,28,105.24712953768216,1.9,-0.7,0.1,-0.5,-1.3,1,1,-0.36313491033738077
151,37,2021,3,2,42,20,106.77205194391705,0.1,-0.3,-0.8,-0.3,0.0,1,1,0.08513133592628583
155,38,2021,3,1,53,29,117.41674712996142,1.3,-0.2,0.3,1.5,0.0,1,1,-0.17386893158721378
159,39,2021,3,2,63,36,131.90960515463033,-0.8,0.6,-0.5,-1.5,0.7,1,1,-0.05331207943780616
163,40,2021,4,1,33,12,97.76199587837236,-0.6,-0.3,0.1,0.0,-0.6,1,0,-0.8199380137615596
167,41,2021,4,1,35,13,81.33554069535043,-0.0,-0.0,-0.9,-0.3,0.2,1,0,-0.7614196438628724
171,42,2021,4,2,23,3,83.36141936684072,1.5,-0.7,1.0,-0.4,-0.7,1,0,0.6170942794319487
175,43,2021,4,1,27,3,71.25022399309971,-0.5,-2.1,2.3,-1.2,0.5,1,0,-0.5961417788648765
179,44,2021,4,1,31,8,104.47792199748547,-2.2,1.0,1.4,1.4,0.2,1,0,0.1227479389011058
183,45,2021,4,1,32,3,100.02843215560301,-1.1,-0.6,-1.7,1.5,-0.5,1,0,0.2637105578106088
187,46,2021,4,2,42,16,94.63205166738652,-1.1,-0.9,0.8,1.0,-1.5,1,0,1.3147585289887507
191,47,2021,4,1,26,3,87.1828919134922,0.3,0.8,-0.3,-1.4,0.1,1,0,1.4990662392380587
195,48,2021,4,2,58,33,119.55413982398136,-1.7,0.6,-0.9,-0.5,-0.0,1,0,-0.9859377903034919
199,49,2021,4,1,56,33,117.15268580969443,-1.3,0.3,0.1,0.3,2.0,1,0,-1.7982412136568795
203,50,2021,5,1,65,41,108.4100879493139,1.5,1.7,-1.3,2.0,-0.2,0,1,0.39125098639110045
207,51,2021,5,1,45,21,87.54189922955693,-1.9,1.3,0.8,1.6,-0.8,0,1,0.06491794777180039
211,52,2021,5,2,66,40,84.98026718499156,-0.6,-0.3,2.8,0.1,-0.8,0,1,2.5884134603384275
215,53,2021,5,2,31,3,105.99081800051086,-1.5,-0.4,-1.0,-0.5,-1.8,0,1,1.2805456546140206
219,54,2021,5,1,44,23,97.51757550813144,-0.8,0.1,0.0,-0.6,-1.1,0,1,0.039923578127660155
223,55,2021,5,1,68,48,95.55380491630616,-1.1,1.9,1.2,0.2,0.9,0,1,1.1640857194188337
227,56,2021,5,2,55,33,101.54020332199238,-0.8,-0.9,1.2,-0.9,-0.2,0,1,1.5837282486203983
231,57,2021,5,2,60,35,104.64486974721859,-0.8,0.5,0.2,0.9,1.0,0,1,1.3175803780965594
235,58,2021,5,2,41,13,113.65738306062595,-0.2,0.2,-0.2,1.2,-0.4,0,1,0.2525227801562327
239,59,2021,5,2,55,32,121.45658804625558,-1.7,-0.3,-1.7,-0.6,1.3,0,1,0.4123525752415289
243,60,2021,6,2,36,11,77.25763666232685,2.1,-0.9,0.4,1.2,-0.4,1,1,0.6527674412202543
247,61,2021,6,2,57,30,116.29655122895898,-2.5,-0.0,-2.0,0.6,-0.1,1,1,-0.1741329156771461
251,62,2021,6,1,68,40,99.07968855216035,0.1,-0.2,-0.2,1.1,-1.1,1,1,1.520976678148409
255,63,2021,6,1,27,3,83.9150123689412,0.9,-1.0,-0.6,0.4,-0.2,1,1,0.057093869606242555
259,64,2021,6,2,28,3,114.338007325555,1.7,-0.9,-0.4,-0.2,0.7,1,1,0.7792295341843534
263,65,2021,6,2,52,31,85.99546366187704,-0.6,0.3,-0.1,0.0,0.4,1,1,0.2033358069951063
267,66,2021,6,1,31,4,112.306036208388,0.8,1.1,0.0,0.5,-1.4,1,1,0.8393022605816887
271,67,2021,6,2,34,5,78.57368710977237,-1.0,-0.6,0.2,0.9,0.2,1,1,1.7784479622247127
275,68,2021,6,1,51,31,108.11883386777701,1.0,-0.0,0.2,1.4,2.0,1,1,0.7452630694007025
279,69,2021,6,2,31,6,126.04720624317109,0.4,0.8,0.4,0.3,0.1,1,1,2.105703965920233
283,70,2021,7,2,48,22,84.14564788236802,-0.2,0.3,0.4,0.6,-0.4,0,0,-0.6514662402041361
287,71,2021,7,2,39,18,99.62059737162049,0.4,-0.9,-0.2,1.6,1.7,0,0,-0.341923288952051
291,72,2021,7,1,60,36,125.04228225462174,0.5,1.3,-0.5,-1.7,-0.2,1,0,2.1613730446530197
295,73,2021,7,1,67,43,96.23507967893809,1.9,0.3,1.7,0.0,0.5,1,0,0.37184762090089823
299,74,2021,7,2,24,3,116.73745686469775,-1.9,1.2,-0.1,-0.9,-0.9,0,0,-0.42623681740428443
303,75,2021,7,1,37,8,129.07842950778002,0.2,0.5,-0.6,-2.3,-0.7,1,0,0.8862678628647718
307,76,2021,7,1,54,25,108.26962541870896,1.4,-0.8,-0.7,0.9,1.1,1,0,0.7086123663833226
311,77,2021,7,2,45,16,87.47340890749048,1.6,0.4,1.7,-0.6,-0.3,0,0,0.9360042459412595
315,78,2021,7,2,59,34,120.3197944580913,-0.2,-0.2,-1.3,0.6,-0.2,1,0,0.5730566077614495
319,79,2021,7,1,45,20,107.39512686693367,-1.0,1.5,0.7,0.5,-0.4,0,0,-0.17934216549995435
323,80,2021,8,2,44,22,113.64392325050896,-1.2,-2.4,-0.0,1.0,0.1,0,1,-0.12712839886585273
327,81,2021,8,2,69,47,63.36483339375265,-0.6,0.2,-1.0,0.7,0.5,1,1,0.6947165142605405
331,82,2021,8,1,51,30,113.21105615470206,-2.2,0.9,-0.1,-0.9,0.7,0,1,-0.8479829750368789
335,83,2021,8,1,50,30,95.52630552204535,0.4,1.4,0.1,0.1,-0.5,0,1,2.1508481400480735
339,84,2021,8,2,54,27,94.64529542932398,0.2,1.1,0.8,0.9,0.7,0,1,0.3102727716593616
343,85,2021,8,2,44,16,83.69904309123513,-1.0,-0.2,1.1,-0.0,-0.1,0,1,1.3391427004681504
347,86,2021,8,2,52,23,110.67368735752412,1.6,0.3,-1.5,0.3,-0.8,1,1,0.8694608967742652
351,87,2021,8,1,35,6,103.84919841909897,-0.9,0.9,-1.2,1.6,-0.7,0,1,1.402897536514613
355,88,2021,8,1,35,13,111.70835848826803,0.0,1.0,-1.0,0.0,1.0,0,1,0.39468129426910326
359,89,2021,8,1,46,20,116.91986193446408,-0.3,0.5,-0.3,-1.5,0.9,1,1,1.7794766982891959
363,90,2021,9,2,67,47,90.79842313008629,-1.2,-0.2,1.0,-0.3,-1.2,1,0,-0.4260256764667333
367,91,2021,9,1,39,17,79.00035419303478,-1.1,0.3,1.0,-0.1,0.4,0,0,-0.07290926283312324
371,92,2021,9,2,30,3,69.72149441318095,-0.2,2.9,0.8,-1.8,-0.8,0,0,0.4600573812131272
375,93,2021,9,2,58,33,112.15281788739212,-0.5,0.2,0.2,-1.6,0.2,0,0,-0.14915128250714235
379,94,2021,9,2,54,28,94.16593926547841,-2.1,-0.1,1.0,0.9,-1.5,1,0,-0.970879595888044
383,95,2021,9,2,47,22,84.18052948173334,-1.0,-0.4,-0.2,-1.6,-1.2,1,0,-2.185222567582946
387,96,2021,9,2,53,29,119.55233985745356,-0.2,0.2,-0.9,-0.4,-0.8,0,0,-1.1785214794061005
391,97,2021,9,1,63,37,75.28288145297394,0.5,0.3,1.8,0.2,-0.8,0,0,0.4913001473831194
395,98,2021,9,2,68,42,83.31011216519867,-1.7,-1.8,0.5,0.2,-0.4,1,0,-0.06771643561306175
399,99,2021,9,2,69,45,87.88118690873185,-0.7,1.4,1.8,-3.0,-1.3,1,0,-0.37023546081575287
403,100,2021,10,2,35,6,95.91205359743063,1.1,-0.5,1.1,0.0,-0.1,1,1,0.6609984817309086
407,101,2021,10,1,40,13,90.66533696353572,0.6,2.7,0.2,0.5,-0.8,1,1,1.6917206270441874
411,102,2021,10,1,63,39,101.03591759111202,-1.1,1.4,-1.2,-0.5,-0.5,1,1,0.40596479500262067
415,103,2021,10,2,63,42,113.85295684781858,0.4,-0.0,-0.4,0.4,0.6,0,1,-0.1103043516042559
419,104,2021,10,1,45,21,116.8428811274975,0.8,0.0,-0.1,0.3,0.1,1,1,0.18068646391208232
423,105,2021,10,2,32,8,118.63481512426145,0.8,-1.5,0.7,-1.7,0.1,1,1,-0.3275324283438619
427,106,2021,10,1,43,15,92.18894716374608,-1.6,-0.6,0.6,-0.1,1.3,1,1,-0.28093916938029995
431,107,2021,10,1,56,32,112.31982333662515,0.7,0.1,-0.5,0.7,-0.3,1,1,0.8552778308226243
435,108,2021,10,1,40,19,123.24574355126174,0.4,0.6,0.2,-0.6,1.9,1,1,0.5727997057832266
439,109,2021,10,2,53,25,98.18891724855958,-1.1,-0.3,-1.5,0.6,-1.0,1,1,1.1979267093477697
443,110,2021,11,2,37,8,92.75475504274324,0.2,-0.3,-0.9,0.4,-0.6,1,1,0.20857554325836067
447,111,2021,11,2,62,42,78.89284675970471,0.7,0.6,0.1,0.1,1.0,1,1,0.05975546060943999
451,112,2021,11,1,28,3,101.49234896863726,-0.2,1.2,-0.6,0.3,0.8,1,1,0.4509158650930483
455,113,2021,11,1,63,35,108.49163805919065,2.8,-0.9,-1.0,-0.2,-0.5,1,1,0.02108874706146263
459,114,2021,11,2,67,43,100.96067133898748,0.9,0.7,-2.4,1.5,1.6,1,1,2.2636679096206223
463,115,2021,11,1,67,47,110.17824588334265,0.3,1.1,1.3,-0.7,-1.5,1,1,0.433674600977973
467,116,2021,11,1,45,20,118.80656004381457,0.2,0.5,-0.4,-0.1,0.7,1,1,0.2113396261121041
471,117,2021,11,2,48,27,59.81501009608385,0.3,0.6,0.8,-1.2,-0.5,1,1,-1.5492201249653692
475,118,2021,11,1,38,13,108.47071635325712,0.7,0.3,-0.3,-0.8,-0.6,1,1,-0.25939693170722306
479,119,2021,11,2,45,23,79.94844209327205,1.3,1.0,0.7,-1.1,0.0,1,1,0.12809052913634297
483,120,2021,12,2,66,42,86.51567945619153,0.4,0.0,-0.3,0.5,2.8,0,0,2.7020705869704087
487,121,2021,12,1,38,13,87.82293352002984,-0.2,-0.3,-0.2,-1.9,1.9,0,0,0.9050463254270272
491,122,2021,12,2,39,15,96.17116003550666,0.1,-0.3,-0.9,0.7,-0.3,1,0,-0.23805651279791346
495,123,2021,12,2,24,3,107.36257604340916,1.0,-0.9,0.5,-0.0,0.5,0,0,1.611864727715741
499,124,2021,12,2,56,32,76.96987225886762,0.6,-1.3,-0.4,0.5,0.2,0,0,1.8814091064045682
503,125,2021,12,2,40,19,93.93710599138666,1.4,-0.6,-1.2,-0.6,-1.5,0,0,-0.3239094243309695
507,126,2021,12,2,63,38,94.20675996424502,-0.6,-0.6,0.1,0.5,0.3,0,0,0.5634766416876043
511,127,2021,12,1,44,16,106.0098370703392,2.1,0.2,-0.4,-1.1,1.4,0,0,2.0141661220060576
515,128,2021,12,1,56,27,113.94103287678765,1.4,0.4,1.0,0.4,-1.0,1,0,0.6914033604151666
519,129,2021,12,1,44,23,94.78629673709857,0.9,0.0,-1.0,0.6,0.4,0,0,1.3048995039288116
523,130,2021,13,1,34,6,113.39555995003897,-0.4,-0.8,-0.3,-0.1,-0.4,1,0,-0.1965405954360479
527,131,2021,13,1,23,3,109.5122662929445,-2.7,-0.4,-0.5,-1.9,1.7,1,0,-0.6073274682443809
531,132,2021,13,2,34,10,105.16127233360041,-1.2,-0.6,1.7,0.6,0.1,1,0,-0.9030725001663739
535,133,2021,13,2,31,7,106.935344675962,-0.9,-0.7,-0.4,-0.3,-2.1,1,0,1.1699284760052966
539,134,2021,13,2,56,28,107.39632763193703,-2.4,-0.8,-0.6,-1.0,1.6,1,0,2.06675726561902
543,135,2021,13,1,43,19,90.37971168094809,-1.0,0.3,-1.0,-0.5,-1.5,1,0,-1.0781440478768827
547,136,2021,13,2,68,43,73.14734357879891,-1.3,0.7,1.3,0.1,0.3,1,0,0.39060450567687505
551,137,2021,13,1,69,41,113.30246767465576,-1.8,0.3,0.5,2.4,0.1,1,0,-0.04062465515674716
555,138,2021,13,2,59,30,68.64651125529608,-2.8,-0.4,0.5,1.0,-1.6,1,0,-1.4440558523829117
559,139,2021,13,1,34,7,107.10383704904514,-3.1,-1.1,1.1,-1.0,-1.0,0,0,-1.3416269522888267
563,140,2021,14,2,67,45,116.97435419427873,-2.9,0.9,2.4,-1.5,0.1,0,1,0.8437062822328791
567,141,2021,14,1,34,13,108.20189215952621,-0.4,1.6,0.5,0.8,-0.6,0,1,-0.8324516303940854
571,142,2021,14,1,37,9,94.025622240016,-0.1,1.2,0.1,-1.7,-0.3,0,1,-0.41224203830289174
575,143,2021,14,1,69,48,85.49653728344884,1.1,1.1,1.2,-0.4,-1.5,0,1,-0.11673261719960243
579,144,2021,14,2,27,3,125.76812450104929,-0.8,0.0,0.7,-0.6,-0.9,1,1,-0.14557133398871863
583,145,2021,14,1,45,17,94.75663897367544,-0.1,-1.0,-1.9,1.4,0.2,0,1,-0.019246613244762865
587,146,2021,14,1,31,3,117.00907730915604,-2.0,0.7,0.9,1.0,1.4,1,1,0.14132270747621348
591,147,2021,14,2,34,12,103.84188070722415,-1.9,0.1,0.1,2.6,0.4,0,1,0.8822361341513429
595,148,2021,14,1,40,12,114.7827159133318,-1.6,-1.5,-0.3,0.2,-0.9,1,1,-0.47151557134550554
599,149,2021,14,2,47,24,122.65768628840038,-2.5,-1.1,-0.3,-0.8,0.9,1,1,0.08458560470424088
603,150,2021,15,2,48,27,104.96142926247595,0.9,-0.3,0.6,1.5,0.5,0,1,0.14666205440600683
607,151,2021,15,2,47,18,111.96594866664952,0.1,0.5,0.8,0.5,-0.8,0,1,0.6908187276628849
611,152,2021,15,2,61,39,77.25979109874315,0.1,0.5,-0.4,-1.4,-1.0,0,1,-0.6697528358639548
615,153,2021,15,2,36,12,111.4330428350907,-0.3,-0.5,-0.9,1.0,-1.2,0,1,-0.6408148063169684
619,154,2021,15,2,42,22,115.57797258107058,2.4,-2.7,-0.9,-2.7,-1.7,0,1,1.724901973121753
623,155,2021,15,2,48,28,94.95166275833296,1.9,1.0,1.1,0.1,-0.1,0,1,-2.609263922377452
627,156,2021,15,2,26,3,74.7637975090707,2.0,0.0,1.0,-1.6,-1.8,0,1,0.6743460684411758
631,157,2021,15,2,62,38,115.66497559566753,-0.9,0.5,-1.7,-0.4,1.6,1,1,0.12630793846903635
635,158,2021,15,1,53,29,94.13280647514623,0.1,0.2,1.7,0.6,-0.2,1,1,0.5522943223315644
639,159,2021,15,1,52,24,110.34197930899009,2.2,-0.3,-0.9,-1.2,1.3,1,1,-0.8548826317500476
643,160,2021,16,1,34,5,121.3678382490275,-3.4,-1.8,0.6,1.8,0.2,0,1,-0.516841767072999
647,161,2021,16,2,41,16,89.56169632063799,1.8,-0.9,2.2,0.8,0.1,0,1,2.402371054285414
651,162,2021,16,1,35,10,88.7979611775912,-0.7,-1.0,0.3,-0.3,-0.0,1,1,0.670135615963096
655,163,2021,16,2,61,33,82.83801138733459,1.0,0.8,-0.1,0.1,-0.6,0,1,0.5788387620789108
659,164,2021,16,1,56,28,104.4033170001826,-1.2,1.2,1.0,-1.7,0.9,0,1,-1.2967606821520044
663,165,2021,16,1,55,35,87.25985486733755,-3.0,1.5,0.7,0.0,0.3,1,1,-0.6445774206532463
667,166,2021,16,1,46,22,102.28775826538295,-1.0,0.5,0.4,-1.5,-0.4,1,1,0.18755673936331677
671,167,2021,16,2,32,12,85.86494348773074,-0.9,0.3,-0.1,1.2,0.1,1,1,-0.8552697016177291
675,168,2021,16,1,46,19,117.52478345109122,-2.0,1.3,-0.9,0.6,-0.9,1,1,0.48963889229587076
679,169,2021,16,2,27,7,97.88137582593309,-0.7,0.5,1.6,-1.6,-1.0,0,1,2.5537642346206253
683,170,2021,17,2,63,40,86.27391686037325,0.1,-0.9,-0.8,0.0,-2.7,1,0,-0.2932364343966407
687,171,2021,17,1,65,38,93.49397076436581,-1.1,-1.4,0.2,-0.2,0.4,1,0,-1.2426016039689927
691,172,2021,17,2,46,22,90.61847385906896,0.5,0.9,-0.6,-1.7,-1.8,0,0,-1.8895705510760317
695,173,2021,17,1,66,37,91.60928437405207,0.3,-2.7,-1.1,-0.5,-0.0,1,0,-0.3547112777479193
699,174,2021,17,1,68,45,106.39683274031295,0.8,-1.3,0.0,1.6,-0.1,1,0,-0.28581519004306966
703,175,2021,17,2,24,3,104.76981018117525,1.1,-0.4,1.6,0.7,-1.1,1,0,0.43853904353662565
707,176,2021,17,1,25,4,103.23691888593552,0.6,0.3,0.2,1.0,-1.2,0,0,0.3952975197812245
711,177,2021,17,2,27,7,113.22273434258828,1.4,-0.6,-1.3,0.2,0.0,0,0,-1.4152956546397186
715,178,2021,17,2,41,15,72.90568260077231,0.3,1.2,0.2,-0.1,-0.5,0,0,-2.3109007670132504
719,179,2021,17,2,47,22,121.22985952772243,0.9,-3.3,0.8,-1.4,0.7,1,0,0.044623059627513596
723,180,2021,18,2,32,11,97.52144962356391,2.0,-1.5,1.7,0.4,1.1,1,0,-0.2886895628821752
727,181,2021,18,1,51,30,73.52467486542245,0.8,0.5,0.5,0.1,1.0,1,0,-1.2440708257009592
731,182,2021,18,2,25,3,118.63564556806648,0.1,-1.3,-0.0,0.4,-0.6,1,0,-0.5210851100313798
735,183,2021,18,1,58,38,92.85247888195406,-0.1,0.3,-0.8,-2.3,0.9,1,0,-0.9513150202203448
739,184,2021,18,2,65,40,121.7239507854621,-1.1,-2.0,-1.3,1.0,1.1,1,0,0.45249984216645145
743,185,2021,18,1,47,21,99.50433391136613,0.1,-1.1,2.4,-0.8,-1.4,1,0,0.7992533059418545
747,186,2021,18,2,53,28,79.0447625833303,-0.1,1.7,1.9,0.1,0.9,1,0,0.8549467194047452
751,187,2021,18,2,53,29,94.08137026852751,-0.4,0.8,-0.8,0.5,-0.5,1,0,0.20820232568808628
755,188,2021,18,2,25,3,95.8549515646781,-0.3,-0.7,-0.4,-1.5,-1.9,1,0,-1.2668967745856865
759,189,2021,18,2,65,41,70.74205266561978,1.8,3.7,0.7,-0.2,-0.1,1,0,-0.8453097604954033
763,190,2021,19,2,35,14,118.09394787535923,1.4,1.0,-0.6,-0.5,1.9,1,0,-0.7301150155220442
767,191,2021,19,1,61,37,92.07113996161074,0.1,-1.0,0.4,0.4,0.6,1,0,-0.4243859905747954
771,192,2021,19,2,25,3,83.26883586534353,1.1,-0.9,0.7,-0.3,-0.8,1,0,-0.6957327892026256
775,193,2021,19,1,26,3,87.03419384698128,2.2,-1.9,-0.7,-0.4,-1.0,1,0,-0.5926483275361404
779,194,2021,19,1,42,20,103.04351569860313,2.4,0.0,-0.7,-0.3,0.8,0,0,0.2289496931931915
783,195,2021,19,1,64,35,107.68450484483955,0.6,-1.1,-0.1,-1.3,-0.8,1,0,-1.0280530665172074
787,196,2021,19,2,67,41,119.38863091755941,1.9,1.0,1.4,0.2,2.1,1,0,0.33671031483219305
791,197,2021,19,1,42,15,109.89157494072873,1.6,0.4,-0.4,-1.6,-0.1,1,0,0.4504616555353416
795,198,2021,19,1,65,38,113.88376847715266,-1.7,-0.2,0.9,1.6,-0.3,1,0,-1.1325412570804931
799,199,2021,19,1,60,37,96.48461062429962,1.0,0.7,-2.1,-0.3,-0.6,1,0,1.431583747058888
803,200,2021,20,2,69,49,107.80438600159769,-0.4,-0.3,-0.2,0.0,0.0,1,1,-0.6293115049221877
807,201,2021,20,1,69,46,86.80006912278797,-1.1,-0.4,-0.8,-0.8,-0.1,1,1,-0.7138418752152949
811,202,2021,20,2,27,3,81.56998376446688,-1.6,-0.2,-0.1,1.2,-1.6,1,1,0.1481389941329014
815,203,2021,20,2,37,11,101.2854464892021,-0.6,-1.0,-0.3,0.6,-0.5,1,1,-0.6911107772745946
819,204,2021,20,1,37,13,113.57633183204614,-2.4,0.3,-1.1,1.4,1.4,1,1,-0.9494515504015796
823,205,2021,20,2,40,19,98.08511190522114,-0.4,0.1,-1.7,-1.5,-2.8,0,1,-1.4776542604477452
827,206,2021,20,2,26,3,102.75372654071529,-0.5,-0.5,-1.0,-0.1,-0.4,1,1,-0.26289201478641866
831,207,2021,20,1,52,23,109.71878039370368,0.6,-1.3,0.6,-0.5,1.1,1,1,-0.013103182058295287
835,208,2021,20,2,33,9,120.10759427277182,-2.9,-1.0,0.4,-1.3,0.6,1,1,0.8246183173389439
839,209,2021,20,1,57,30,103.87964683137615,-1.5,2.2,-1.3,-1.0,0.6,1,1,-1.2086522538599287
843,210,2021,21,2,59,36,114.13082144466992,-0.2,0.4,-0.7,-0.2,1.1,1,0,-0.3467875925288347
847,211,2021,21,2,36,8,102.53583719726406,-0.1,-0.2,0.7,0.9,-0.5,0,0,-0.4580307117108395
851,212,2021,21,1,50,21,106.43944655495324,-0.4,-2.5,-1.5,0.3,1.4,1,0,-0.3858142088320972
855,213,2021,21,2,28,3,131.07785152793372,-1.9,-0.2,1.2,2.2,0.6,1,0,-0.04328717288929841
859,214,2021,21,1,24,3,121.59927481585294,-3.2,-0.5,-0.9,2.9,-1.0,0,0,0.5401272224209048
863,215,2021,21,2,69,47,109.1540545781252,-1.5,-1.7,-1.0,0.7,-0.7,0,0,-0.7521616473169112
867,216,2021,21,1,64,38,111.49184600924198,-2.3,-0.6,0.4,-0.6,0.3,1,0,0.9137326737405583
871,217,2021,21,1,69,42,85.24478521563312,0.6,-0.7,0.0,0.3,-0.5,1,0,-0.9872093589197032
875,218,2021,21,2,50,27,101.4026639166873,-1.1,-1.9,0.5,0.3,1.8,1,0,0.6105926742158788
879,219,2021,21,2,50,30,105.88971856326943,-1.0,-0.7,-0.1,0.9,-0.1,0,0,0.30396772385779003
883,220,2021,22,2,31,6,87.23353872723013,1.6,0.5,0.7,-0.3,1.5,0,0,-1.1785625563363207
887,221,2021,22,1,23,3,124.2453332001529,-1.3,-0.3,-1.0,-1.3,1.6,1,0,-0.1483675998733756
891,222,2021,22,1,29,8,101.11204020707224,1.9,0.6,-2.1,-1.6,0.1,1,0,-1.1288487115062247
895,223,2021,22,2,40,11,89.90764956173118,0.8,0.7,-0.3,-0.5,0.2,1,0,-0.03705607561634506
899,224,2021,22,1,27,4,101.26363227251707,0.4,0.2,-1.0,1.1,-0.2,0,0,-0.43797412800477353
903,225,2021,22,1,25,5,87.21382106297824,-0.1,2.1,-0.1,1.6,0.5,0,0,-0.9338436300787827
907,226,2021,22,1,50,30,88.12113768032825,0.0,0.4,-3.0,0.3,-0.7,1,0,-0.5273550073463199
911,227,2021,22,2,32,11,95.12893030036001,2.1,0.1,-1.4,-0.9,0.8,1,0,-1.6544935003713992
915,228,2021,22,2,26,3,107.26385822137273,-0.2,-0.3,1.4,-0.2,-1.0,1,0,-0.099399680042172
919,229,2021,22,1,57,33,95.47111716157737,0.2,-0.1,0.6,0.3,-1.0,1,0,-1.0986745888885134
923,230,2021,23,2,24,3,103.21171805331541,-1.7,0.6,-0.9,-0.4,-1.0,1,0,0.9002585904162065
927,231,2021,23,1,63,37,99.98983935542047,-1.6,0.2,1.6,1.2,-0.6,0,0,-1.9439445251932368
931,232,2021,23,2,67,47,96.42900863153348,1.9,-0.1,-0.0,-0.3,-0.3,0,0,-0.14574901580506644
935,233,2021,23,2,67,41,97.59530977219282,0.4,-1.3,0.9,0.1,1.2,0,0,0.6711983710184498
939,234,2021,23,2,42,16,89.52347076948767,-1.3,1.8,-1.2,1.1,1.9,0,0,-1.6292425868291538
